ID,Target_Death_Rate,RateOfIncidence,Income,Poverty%,Age,Ages_men,Ages_women,Location,SizeOfHousehold,Married%,Edu_less_HS,Edu_HSD,Edu_Clg,Edu_Bachdegree,Edu_HSD25,Edu_Bachdegree25,16+_Employed,16+_Unemployed,Prv_Public_HealthCov,Prv_HealthCov,Employ_PrvCov,Gov_HealthCov,Gov_HealthCov_Alone,White_Residents,Black_Residents,Married,Rate_Of_Birth
1018,208.1,380.1,38071,25.6,36.4,34.5,40.2,"Lafayette County, Florida",2.81,43,37.1,40.7,,2.1,36.7,7.8,37.6,14.6,51.7,39,30.8,36.6,22.6,77.320759,18.13430292,54.47252306,7.845659164
1019,171.3,474.6,46895,13.8,46.4,45.1,47.6,"Lake County, Florida",2.57,54.9,21.4,33.3,,6.3,33.5,14.3,,9.7,62.7,43.1,36.6,41.4,20.3,83.35592685,9.76168933,55.18108863,5.546022599
1020,142.1,400.1,49147,16,46.9,45.6,48.2,"Lee County, Florida",2.59,50.4,20.7,32.7,,6,31.6,16.2,47.6,10.1,57.6,38.7,31.1,41.4,20.9,84.54122876,8.636004068,50.79532437,4.725806822
1021,155.8,390.5,45463,23.3,30,29.1,30.7,"Leon County, Florida",2.43,37.8,6.7,15.4,,12.9,19,25.3,59.7,10.6,74,61.8,52.2,24.1,12.8,62.22626705,31.12709408,37.82864464,3.782242355
1022,189.6,477.3,40124,20.1,39,37.6,40.5,"Houston County, Alabama",2.62,46.9,18,36.1,,5,23,13.3,54,8.3,63.4,48.4,40,36.7,20.7,69.70656982,26.4251357,46.61581243,5.664585192
1023,232,496.9,37433,21.2,46.6,45.4,48,"Levy County, Florida",0.0253,23.4,22,36.1,,2.9,40.9,7,44.1,11.1,46.7,30.8,25,47.8,26.3,87.34587278,9.148439266,47.36401134,6.101525381
1024,220.4,391.5,38473,24.7,37.6,36.7,39.4,"Liberty County, Florida",2.77,41.8,27.1,30.9,,5.6,43.5,6.8,39.6,10.2,53.4,41,36.1,35.2,20.3,77.97468354,16.52802893,47.55445952,8.315256688
1025,166.9,293.5,33017,27.7,41.5,39.5,44.2,"Madison County, Florida",2.52,43.3,33.2,28.6,,0.4,39,6.9,40,11.8,51.6,32.8,26.2,45.2,24.6,58.04367558,38.71002189,46.93075295,11.91053624
1026,146.7,399.1,51673,14.1,46.7,45.2,48.2,"Manatee County, Florida",2.52,52,20.2,37.9,,6.3,30.7,16.8,49.5,8.6,61.1,,33.2,39.8,19.3,84.61927856,9.281439739,51.46038226,4.574507344
1027,183.4,490.1,39860,17.8,48.2,46.6,49.6,"Marion County, Florida",2.48,49.5,23.4,37.4,,4.4,36.6,11.7,41.1,12,54.1,33.8,27.3,47.9,25.2,81.68230848,12.91466134,49.44098815,5.222619682
1028,137.3,408,42754,20.4,39,37.5,40.5,"Miami-Dade County, Florida",3.08,40.7,20,29.1,46.9,8.6,28.5,17.1,56,10,46.4,41.2,32.5,32,21.8,75.75059434,18.6422952,43.27147205,4.372227998
1029,168.5,394.6,57411,14,46.8,46.5,47.1,"Monroe County, Florida",2.55,45.8,15,32.8,,6.6,27.9,19.2,,6,59.2,43.5,29.6,31.5,15.2,89.10027536,6.54800332,46.08439986,4.966521485
1030,176.3,490.1,56728,11.7,44.2,43.3,45.1,"Nassau County, Florida",2.66,54.5,17.5,40.1,,5.3,35.5,15.1,50.9,9.8,66.2,49.1,38.9,33.7,16,-,6.425935688,55.87154667,6.279473815
1031,182.8,430.2,55952,12.4,36.8,35,38.8,"Okaloosa County, Florida",2.5,51.6,13.3,32.7,46.4,7.6,26.2,17.8,,6.9,69.8,,27.4,31.1,14,79.33280274,9.144961688,49.7916778,5.717229536
1032,211.1,463.6,36923,22,42.2,40.4,44.1,"Jackson County, Alabama",2.56,55.3,23.2,33,,2.6,39.8,7.7,48.9,10.1,63.3,45.7,40.2,38.7,16.7,90.97048808,3.09307605,55.34237189,4.011185878
1033,161.7,440.7,47069,18.2,34.4,33.4,35.3,"Orange County, Florida",2.75,42.8,11.9,25.1,,10.6,26.1,20.8,61.6,9.1,60.3,51.6,44.5,26.9,17.6,64.47102167,20.80926643,43.90160228,4.907650931
1034,155.6,407.5,42945,19.3,35.7,34.2,37.2,"Osceola County, Florida",3.45,46.4,19.4,33.1,,6.6,34.3,12.7,56.2,9.8,51.9,,36.5,34,23.1,75.6954831,11.32083624,51.46743486,5.718663568
1035,144.3,422.3,52225,14.9,44.1,42.3,45.8,"Palm Beach County, Florida",2.54,46.9,17.7,28.9,,8.8,25.5,21.1,54.3,9.5,60.5,45.8,36.5,35.5,19.5,74.98799686,17.97243412,45.4432712,5.134424767
1036,176.4,470.7,45219,14.7,44.4,43.3,45.5,"Pasco County, Florida",2.53,51.1,16.3,37,,5.4,33.7,14.2,47.8,9.4,61,45,37.9,39.4,21,88.67778872,5.070229173,50.5624792,4.73813501
1037,165,430.8,45162,15.2,47.1,,48.5,"Pinellas County, Florida",2.27,44.2,16.2,32.4,,8.2,29.5,18.8,,8.4,61.3,46.5,38.5,37.1,20,82.64219084,10.32049101,40.13853119,4.507693163
1038,211.6,488.3,32054,28.5,44.1,43,45.6,"Putnam County, Florida",2.57,44.9,22.8,43.8,,0.6,38.8,7.7,41.3,12.6,45.1,30.2,24.2,47.8,28.5,77.76081215,16.46445472,43.61160279,4.330954196
1039,149.9,441.8,66560,8.2,42.7,41.8,43.8,"St. Johns County, Florida",2.62,55.4,12.7,31.9,46,9.4,21.2,27.6,56.8,6.7,75.5,60,49.2,27.5,11.9,89.31518563,5.399653198,,3.253269113
1040,186.7,466.5,44852,19.5,37.4,35.7,39.1,"Jefferson County, Alabama",2.47,43.9,13.2,29,,10.6,26.5,18.6,56,9.1,66.7,52.3,46.3,33.2,18.7,52.76878302,42.34825333,41.80064309,5.582491665
1041,190.7,426.5,58587,11.2,39.5,38,41.2,"Santa Rosa County, Florida",2.65,54.8,16.2,37.6,,7.5,28,17.9,52.5,7.9,70.5,52.7,38.6,30.5,14.6,85.85898734,5.729687432,58.13925734,5.465692312
1042,146.4,410.8,52109,10.8,54,52.2,,"Sarasota County, Florida",2.21,53.5,14.6,,,6.4,30.2,19.3,45.6,8.2,66.2,41.1,30.9,43.9,17.2,91.17611048,4.713573684,49.33984074,3.94772339
1043,160.8,427.8,56443,11.8,39.1,37.1,40.5,"Seminole County, Florida",2.85,46.6,11.2,24.9,53.6,10.2,24.1,23.6,59.4,9.4,67.8,57.1,47.7,26.3,15,79.60950826,11.57916158,50.37632996,4.236255854
1044,142.9,444.5,51907,10.9,65.3,64.7,65.7,"Sumter County, Florida",2.05,62.6,34.6,39.4,,2.5,30.6,16.3,22.1,9,66.6,,18.8,65.1,21.8,88.34112128,8.3418586,61.94550261,6.766413577
1045,198.7,421.4,38177,-,41.6,40.5,43.6,"Suwannee County, Florida",2.69,47.7,29,40.8,,2,40.8,8.8,44.5,11.1,48.9,33,27,47.9,27.4,82.76407845,13.53595596,49.34500607,3.38904364
1046,362.8,1206.9,40207,24.3,40.3,42.3,36.9,"Union County, Florida",2.58,36.4,27,45.1,,0,37.4,5.5,,11.7,59.6,49.2,41,35.8,22.5,73.96484761,21.59173195,50.01287664,3.739774055
1047,178.3,422.4,40881,17.7,46.3,44.5,47.9,"Volusia County, Florida",2.46,46.4,15.7,29.5,,6,33.8,14.1,47,9.1,59.7,41.9,34.5,40.1,20.2,82.91686436,10.52888614,46.00309721,4.314909294
1048,206.1,472,44402,16.5,38.6,37.5,39.4,"Carter County, Oklahoma",2.67,49.9,24.1,37.8,31.8,6.4,39.6,12.5,55.6,6.1,60.1,45.4,39.7,36.5,20.7,74.65835432,6.975351967,49.10729277,5.886681383
1049,207.3,438.1,38027,20.6,34.8,33.3,36.2,"Cherokee County, Oklahoma",2.81,46,12.7,29,,6.4,31.1,14.9,50,7.9,50.9,37.6,33.2,37.1,22,52.64153689,1.336881718,47.64763538,-
1050,225.5,445.2,29652,26.8,41.8,40.8,42.6,"Choctaw County, Oklahoma",2.52,46.5,17.3,40.1,,7.2,34.3,9.4,,8.9,40.9,28.1,24.2,45.3,26.4,63.0489418,11.43518519,43.83862255,6.960408685
1051,258.7,456.9,41800,18,44.6,42.9,46.9,"Cimarron County, Oklahoma",2.28,60.9,28.6,44.4,,3,36.3,15.3,60.8,2.2,59,42,29.9,38.4,20.5,84.45108928,0.213583938,52.40904621,2.195121951
1052,169.2,458.4,58205,12.6,33.2,32.2,34.3,"Cleveland County, Oklahoma",2.59,49.1,8.2,23.3,58.6,9.9,26.6,19,62.5,4.9,74.8,61.2,52.3,24.3,12.4,79.06922201,4.52545288,50.03827713,4.927709813
1053,186.9,430.1,46071,18.6,31.8,30.6,33.3,"Comanche County, Oklahoma",2.69,45.7,11.8,41,39.8,7.3,33.2,11.7,,8.6,66.1,47.1,29.6,33.5,16.5,64.45818164,16.87790267,46.07076781,678.9539535
1054,192.4,376.6,41469,17.8,41.5,40.2,42.7,"Cotton County, Oklahoma",2.48,58.9,27.6,39.5,,4.2,40.7,12,53.9,9.2,58.2,43.6,32.4,36.2,21,79.97382199,1.963350785,55.70193495,5.31996916
1055,205.3,471.1,36953,19.2,42.3,25,44,"Craig County, Oklahoma",2.52,49,24.1,35.7,,0.7,40.3,9.9,48.6,6.4,58,39.1,34.2,39.1,18.8,65.97938144,3.228431905,51.01513474,6.007301693
1056,210.2,495.5,46614,15.8,40.6,39.2,41.8,"Creek County, Oklahoma",2.67,54.5,21.6,42.5,,3.9,40,10.5,53.4,5.7,60.5,47.4,34.8,35.3,21.3,79.68513729,2.321900482,54.45351855,5.479185579
1057,205.2,436.7,45574,15.9,30.7,29.9,31.4,"Custer County, Oklahoma",2.63,50,8.2,22.2,,9.3,35.1,18.3,61.9,3.7,67.4,56.5,47.9,25.4,13.4,82.73862931,3.126509766,50.28946353,5.712260808
1058,202.1,451.5,50348,12.4,41.5,38.3,43.4,"Dewey County, Oklahoma",2.57,59.1,35.8,31.3,,2,42.3,17.6,54.9,2.7,63.8,,39.9,32.8,19.1,88.73123586,0.185070944,59.69746083,2.164502165
1059,186.6,415.5,52032,12,44.3,43.2,45.6,"Ellis County, Oklahoma",2.38,59.3,25.4,31.8,,8.3,37.4,15.8,,5,69.5,51.8,43.8,34.5,18,94.34603252,0.024265955,54.9122807,5.277044855
1060,184.6,449.4,49136,14.5,36.2,,37.3,"Garfield County, Oklahoma",2.52,55.7,18.7,36.9,,15.2,35.6,14.5,58.5,5.6,65.4,48.7,39.9,34.5,18.7,82.10702341,3.217455621,53.62409659,7.18973747
1061,193.7,416.7,51199,12.1,38.5,37.2,39.7,"Grady County, Oklahoma",2.7,56.4,21.5,38.9,,3.8,37.7,12.7,57.4,4.3,64.5,49.6,42.9,32.2,17,85.5051108,2.109602328,57.50165909,4.518903132
1062,174.4,445.9,49774,12.3,44.2,44.3,44.1,"Grant County, Oklahoma",2.26,60.7,19.3,41.5,,1.3,36,17.9,58.7,3.6,74.8,54.8,40.3,33.1,13.7,90.05977419,0.376355988,53.55691057,5.275498242
1063,174.7,442.7,34872,25.2,41.3,39.6,46.2,"Greer County, Oklahoma",2.3,45,28.1,,38.8,1.3,37,10,46.2,4.4,61.4,39.7,34.7,38.6,16.4,79.09105771,7.209416381,48.9021043,9.857723577
1064,200,452.5,35313,24.5,40,38.5,42.1,"Haskell County, Oklahoma",2.6,54.6,29,40.9,,0.2,38.7,8.7,45.3,8.7,46,28.4,23.2,45.5,25,74.76264591,0.848249027,51.62145625,5.772811918
1065,226.9,508.2,34837,23.4,40.2,36.8,44.9,"Hughes County, Oklahoma",2.7,45.5,23.6,40.9,,1.8,38,8.2,,7.1,50.7,,32.4,41.4,23.3,68.32789264,5.817918027,51.41445891,4.598628479
1066,209.2,448.8,41370,17.2,34.1,33.2,36.4,"Jackson County, Oklahoma",2.48,51.9,14,34,,4,27.2,12.8,52.6,7.6,62.1,44.2,27.8,35.4,18.3,72.54375192,7.599017501,47.83757339,6.363038474
1067,231.3,470.4,32645,23,42.4,40.7,44.1,"Jefferson County, Oklahoma",2.5,52.4,19.4,55.6,,1.9,44.8,8.5,50,6.5,48.6,,29.1,43.9,26,83.42018001,0.694773409,48.88709025,6.331168831
1068,203.1,460.6,41514,18.2,38.8,37.4,40.7,"Kay County, Oklahoma",2.46,49.3,25.1,30.9,36.8,2.6,34,13,55.3,,58.6,42.5,37.5,38.7,21.4,79.2331147,1.882115515,46.08887662,6.042169307
1069,174.7,465.5,59525,10,38.6,36.1,40.3,"Kingfisher County, Oklahoma",2.64,60.6,18.3,38.7,,9.2,36.1,13.6,62.7,3.6,70.5,53.9,46.7,29.2,15,85.04117109,0.52934257,58.66573768,5.947846469
1070,191.7,374.7,35522,20.7,39.3,38.5,40.5,"Latimer County, Oklahoma",2.5,54.8,18.2,30.5,49.3,2,34.4,8.4,47.2,7.8,54.2,,34.3,38,20,69.05513273,1.410803787,53.76058041,7.799915218
1071,214.4,320,36627,24,39.7,38.3,40.9,"Le Flore County, Oklahoma",2.67,52.6,22.5,42.7,,-,39.8,8.5,46.6,9.4,49.4,36.7,31.7,39.5,23.7,75.39429648,2.416882102,52.40585774,5.913091309
1072,198.3,393.5,46083,14.9,40.7,40,41.6,"Lincoln County, Oklahoma",2.58,56.8,20.5,44.3,,1.1,39.5,9.1,54.3,7.1,60.2,45,38.4,37.1,20.1,85.77846047,1.767910967,56.3676215,5.677852349
1073,202.4,454.6,34964,20.9,39.1,37.9,40.3,"McCurtain County, Oklahoma",2.53,51.9,27.3,35.9,,2.4,41.6,9.2,48.3,8.3,43,31.3,27.7,44.7,29.1,65.5462692,8.321515856,48.78370003,4.988383217
1074,202.4,456,33450,22.4,47.4,46.3,48.5,"McIntosh County, Oklahoma",2.38,56.2,22,42.4,,3.7,38,9.2,41.9,10.8,50.6,30.9,24.7,49,24.9,70.08382643,3.50591716,52.94398662,5.188559858
1075,196.9,460.2,38517,18,43.1,41.1,44.2,"Marshall County, Oklahoma",2.64,54.7,28.6,34.7,35,1.8,35.1,8.3,48,7,51.7,,22.1,45.1,23.1,71.74347446,1.473710503,52.12070411,8.040842374
1076,202.5,434.6,41806,17.6,39.3,38.7,40.2,"Mayes County, Oklahoma",2.56,55.4,22.6,43.7,,1.6,37.5,11.3,,,55.1,39.3,35.3,39.8,22,67.69575926,0.419440583,53.84371029,5.739464467
1077,203.3,467.1,43783,15.1,41.3,40,42.5,"Murray County, Oklahoma",2.5,53.2,24.6,45.7,,5.5,39.2,13.3,56,3.6,59.2,39.1,34.3,34.9,18.6,76.06495303,1.339838346,52.49859629,3.244147157
1078,211.7,483.4,41015,22.2,37.8,36.4,39,"Muskogee County, Oklahoma",2.53,48.9,20,40.8,,2.4,35.8,13.2,49.6,8.2,52.4,39.1,34.5,39.3,23.2,60.69434951,11.08452951,46.70006452,6.694613026
1079,181.6,465.5,46874,13.4,40.7,40.5,41,"Noble County, Oklahoma",2.41,64,17.9,35.3,,2.7,35.4,17.1,57.2,5.9,70.3,54.2,48.2,34.3,16.2,84.06049018,1.494872241,60.8137045,8.309915697
1080,189.7,391.8,39706,16.1,41.4,39.6,43.4,"Nowata County, Oklahoma",2.56,53.7,21.2,38.6,,2.6,42.1,10,50.7,8.4,58.2,43,38.4,37.7,21.4,68.97205116,1.970630033,53.36134454,3.337783712
1081,237.1,463.9,34172,25,39.6,38.5,41.7,"Okfuskee County, Oklahoma",2.72,47,30.3,39.2,,5.7,37.3,7.7,40.9,9.6,46.3,33.7,27.3,43.2,27.5,63.65120836,7.797191378,50.22233202,7.418397626
1082,186.1,454.5,48226,17.9,34.2,33,35.5,"Oklahoma County, Oklahoma",2.53,46.7,17.1,29.6,,9.8,25.3,19.8,60.8,,61.5,48.9,42,31.4,18.7,68.89592832,14.79376524,43.15419198,6.473896102
1083,214.1,493.2,38183,21.5,39.2,36.8,41.2,"Okmulgee County, Oklahoma",2.53,46.1,15,32.2,,3.1,37,10.6,48.4,10.4,55.4,39.3,34.5,41.9,23.8,66.05739492,8.211225473,45.09386234,6.833686191
1084,213.8,430.4,43476,15.4,41.4,39.9,42.7,"Pawnee County, Oklahoma",2.6,55.7,20.4,49.4,,,42.3,11.9,53.2,6.3,59.8,43.5,38.3,38.1,20.3,79.8169586,1.109158131,55.63873845,5.987850738
1085,195.8,418.2,39900,21.7,40.7,39.4,42.2,"Pittsburg County, Oklahoma",2.36,52.6,23.5,41.4,,4.2,36.4,10.8,51.3,6.2,57,38.8,33.5,39,20,72.06467828,3.349569627,49.17343949,5.344522968
1086,190,460.2,45710,17.5,37.6,36.5,38.6,"Pottawatomie County, Oklahoma",2.61,51.3,19,34.2,,3.5,35.5,12.7,52.9,6.8,59.6,44.8,39.1,36.5,20.5,76.19911156,2.856500225,51.71564856,5.802028117
1087,153.2,362.3,56139,12.3,40.6,41,40.4,"Roger Mills County, Oklahoma",2.8,54,36.7,20.5,39.3,3.5,39.7,14.9,58.7,0.8,71.2,57.8,47.2,27.9,13.2,90.97883598,0.105820106,52.76119403,2.822580645
1088,174.5,445.5,56465,10,38.8,37.8,39.7,"Rogers County, Oklahoma",2.64,59.6,15.7,36.9,41,6.4,33.1,16.8,60.4,5.5,72.8,58.2,52.7,27.8,13,75.13846844,1.085323467,60.30637328,5.259595862
1089,214.9,375.8,35592,27.9,39.9,38.8,0,"Sequoyah County, Oklahoma",2.64,52.7,24,38.5,,3.6,39.5,9.4,47.6,9,45.5,33.4,29.1,42.7,27.3,65.77030677,2.05238279,51.67824074,6.132732926
1090,189.1,441.8,42967,15.5,40.1,39.3,40.8,"Stephens County, Oklahoma",0.0248,55.2,23,34.7,,4.7,38.9,12.8,53,,62.5,45.8,40,37.1,19.4,84.04454761,2.073383029,52.61361092,2.876060418
1091,153.1,391.6,49780,13.6,31.5,30.6,32.4,"Texas County, Oklahoma",2.93,54.9,28.7,29.4,,1.8,28.4,14.9,68.7,3.5,65.5,54.9,50.3,22.9,12.5,64.71187697,2.329998147,53.06008644,4.818560381
1092,166.1,398.1,35274,23.8,40.5,37.6,42.1,"Tillman County, Oklahoma",2.4,52.4,34.4,38.2,22.3,5.1,35.8,11.9,51,7.1,53.7,38.5,33.1,43,24.1,74.32274789,7.958522359,48.47890088,6.093432634
1093,183.9,474,50507,14.8,35.3,34.2,36.7,"Tulsa County, Oklahoma",2.5,48.5,18.6,31,40.8,9.6,25.8,20.7,62.9,6.5,64.4,52.2,46.2,29.5,17.3,71.04446245,10.08655057,45.01341027,5.964154695
1094,177.5,420.3,58921,9.8,38.4,37.9,39,"Wagoner County, Oklahoma",2.74,57.5,20.6,39.3,,5.9,35.3,16.2,59.2,6,67,53,47.1,31.3,16.7,76.02764256,3.556127389,58.88459857,4.655824075
1095,186.9,442.3,47391,13.9,38.8,37.2,39.8,"Washita County, Oklahoma",2.46,60.5,34.1,31.7,,,40,15,57,3.5,67.3,55.4,46.7,30.9,18.2,90.52279166,0.051506567,57.19827586,5.586592179
1096,169.5,438.3,38966,20.6,48.2,46.8,49.8,"Baker County, Oregon",2.16,56.3,19.4,36.4,39.1,5,31.8,13.1,48,10.1,61.9,,33.4,45.6,22.3,94.94144032,0.255419885,51.56424581,9.370529328
1097,155.6,414.8,54089,18.9,32.7,30.7,35,"Benton County, Oregon",2.4,44.2,3.4,13.1,,11.3,14.9,29,54.2,8.6,75.4,61.2,51.4,28.5,14.8,87.43626799,0.879819643,46.15248227,3.454048815
1098,180.2,465.6,45132,15.4,43.9,42.7,45.3,"Clatsop County, Oregon",2.32,51.3,20.4,27.5,,5.1,26.3,14.6,54.5,7.6,62.4,43,35.1,40.8,19.4,90.60510406,0.7650741,47.38013481,5.997663248
1099,185.7,449,57517,12,42.9,42.1,43.7,"Columbia County, Oregon",2.6,53.9,15.2,36.6,,2.7,33.8,12.4,51.4,9.8,69.1,,46.8,35.5,17.3,92.58539351,0.475814453,53.97391536,4.225482912
1100,200.3,453.1,39956,19.8,48.1,47.1,49.2,"Coos County, Oregon",2.38,49.8,21.2,38.8,,5.9,32.6,11.4,44.7,11.7,57.4,36.5,30.2,47.9,23.9,88.44285145,1.177220231,46.89431397,5.226215645
1101,144.3,455.6,38155,18.3,48.1,46.8,49.2,"Crook County, Oregon",2.29,59.1,-,40.8,,0,37.8,10.5,46.4,,56.9,35.2,30.7,49.4,26,92.75625119,0.563084558,54.82982707,6.462075848
1102,189.8,393.2,40524,17.1,54.6,53.8,55.3,"Curry County, Oregon",2.11,52.8,41.2,38,20.6,0.2,27.7,14.7,,11.3,63.1,,26.4,51.1,18.7,91.58384815,0.326797386,46.25023914,2.198107958
1103,154.3,485.2,52387,13.2,41.9,40.9,42.8,"Deschutes County, Oregon",2.49,54.6,16.5,28.3,,7,22.9,20.7,55.5,9.4,64.4,48.5,37.2,35.8,19.1,93.2775984,0.453721597,53.44377949,4.744289032
1104,131.4,400.3,41304,16.8,51.1,52,50.6,"Grant County, Oregon",2.26,53.9,16.9,39,,11.6,32.3,10.8,47.1,9,60.7,37.7,30,47.7,22.2,95.4095657,0.329851567,51.47665926,8.146487294
1105,162.7,368.7,36340,21.3,46.2,44.7,46.6,"Harney County, Oregon",2.32,61.4,19,51.8,,1.3,33.9,9.8,48.9,16.1,64.3,43.6,33.9,42.2,20.9,91.76926269,0.650159081,57.70243581,8.321273517
1106,166.7,431.3,54063,14.6,39.4,39.3,39.5,"Hood River County, Oregon",2.66,52.2,15.7,39.9,32,12.3,25.6,21,63.7,5.1,63.2,49.4,36.9,33.2,18.8,87.8192448,0.545078905,51.39821712,3.453598302
1107,163.9,358.5,42753,21.2,39.9,38.4,40.9,"Jefferson County, Oregon",2.76,47.9,28.6,33.2,,0.5,29.5,11.3,47.2,14.4,53.8,36.8,32,43.3,26.5,70.88980554,0.974570509,48.66094644,6.839517211
1108,177.9,438,39234,21.9,42.5,41.9,43.1,"Klamath County, Oregon",2.39,51.4,20,30.9,45.5,3.6,29.9,12.6,48.4,12.4,58.1,40.6,33.3,44.1,24.4,88.49966653,0.892803007,48.21980285,6.075036075
1109,139.2,397.2,40328,19.3,579.6,48.2,48.5,"Lake County, Oregon",2.08,52.6,7.7,54,,4.5,33.4,12.1,45.9,10.6,54.7,36.5,29.9,48.3,25.6,90.28309105,0.612088753,47.56097561,2.9390681
1110,169.1,418.7,44976,18.4,39.3,37.6,41,"Lane County, Oregon",2.39,45.5,8.9,24.2,,7.5,25,17.2,,9.9,65.4,49.2,41.9,37,19.8,88.36862152,1.084691648,44.09409512,4.213583027
1111,199.9,449.9,40226,18.8,50.4,48.5,51.6,"Lincoln County, Oregon",2.22,52.6,21.1,47.4,,4.9,28.1,14,49.5,7.9,56.3,35.7,28,46.3,23.8,88.08337109,0.334433728,47.15063697,4.839663945
1112,168.9,470.8,48554,17.7,35.8,34.6,37.3,"Marion County, Oregon",2.75,49.1,17,35.5,42.6,4.9,27.2,14.5,55.1,,61,46.5,41.2,38,22.9,81.69177038,1.021471947,50.02280782,6.037989127
1113,191.7,497.6,51839,16.3,37.4,36.9,38.2,"Morrow County, Oregon",2.96,56.8,29.6,41.5,,2,35.4,7.9,,8.6,63.5,49.4,45.2,34.6,20.3,86.2906105,0.437343806,59.65005302,9.868141217
1114,177.1,459.5,53519,18.6,36.5,36.1,36.9,"Multnomah County, Oregon",2.41,42.3,12.6,24.9,,12.2,18.4,25.1,,8.8,67,55.2,47.1,30.7,18.1,78.20248875,5.460829913,39.73199772,4.640520349
1115,180.4,587.4,53277,14.2,49.8,47.5,51.3,"Sherman County, Oregon",2.22,53.6,18.8,49.4,,6.3,36.7,12.7,50,7.9,59.9,38.9,31.4,40.7,18.6,91.86629526,0.557103064,535.5355556,7.333333333
1116,181.2,430.1,44780,18,36,35.3,36.6,"Umatilla County, Oregon",2.7,48.9,24.5,34.8,,5.6,29.1,10.1,55,9.4,59.6,45.3,40,38.9,23.7,84.93705856,0.69978368,49.63051429,6.342209979
1117,169,453.6,44841,17.7,40,38.5,41.8,"Union County, Oregon",2.46,52.7,10.2,34.2,,5.5,33.4,15.2,53.3,7.1,63.8,44.9,35.8,39.3,20.7,92.5888522,0.687512138,51.4017769,5.602240896
1118,141,403.7,51754,10.9,45.4,44.1,47.6,"Walsh County, North Dakota",2.15,58.7,30.1,23.5,,3.1,36,12.9,61.7,3.3,74.4,55.2,44,32.9,12.8,90.41344843,0.245343026,52.52586732,5.591612581
1119,162.4,479.7,62526,8.5,31.1,29.6,32.8,"Ward County, North Dakota",2.49,50.8,9.2,31.5,,8.4,29.3,19.2,66.5,2.6,82.9,63.9,50.9,21.5,7.3,88.57476084,3.12536908,49.25567334,7.89058058
1120,170.1,403.1,86354,6.9,32.6,31.8,33.5,"Williams County, North Dakota",2.4,55.3,14.4,41,,4.6,28.5,15.2,70.6,1.7,81.3,68.7,60.6,19.4,7.3,88.99017523,1.850163746,50.28968714,9.9672438
1121,217.2,493.1,34116,24.8,41,40.2,41.5,"Adams County, Ohio",2.56,52.8,16.5,47.2,32.8,3.5,43.6,6.4,46,13.4,49.6,37.2,34.6,46.4,31,97.4281767,0.382585285,50.47890956,4.079365079
1122,185,456.6,43602,18,38.1,36.5,40,"Allen County, Ohio",2.53,46.2,16.7,32.3,,6.6,39.7,10.1,57.1,9.2,68.4,51.8,48.1,36.2,19.5,83.54500171,12.05844329,46.1311459,6.237398089
1123,203.2,498.3,39757,21.5,41.8,40.5,43.4,"Ashtabula County, Ohio",2.48,48.2,25.4,41.9,30.3,2.5,44.9,8.9,50.7,8.9,61.7,46.9,43,39.1,22.6,93.25596079,3.406596711,47.3540756,6.447299298
1124,192.1,489.6,34216,29.9,28,27.5,28.6,"Athens County, Ohio",2.47,35.1,2.3,15.7,,7,32.3,13.9,47.7,10.9,70.6,58.6,51.4,31.3,18.6,91.04257087,2.328623757,40.43404785,2.52476505
1125,189.7,484.8,52650,8.3,41,39.8,42.2,"Auglaize County, Ohio",2.49,58.4,16.5,39.9,,4.7,43.9,11.6,63.4,5,78.2,,55.4,30.7,14.2,97.39280187,0.451245831,56.72511405,6.028766704
1126,185.2,427.9,41983,16.1,43.9,41.3,46.5,"Belmont County, Ohio",2.35,50.6,18.1,36.6,,5.5,43.5,9.4,51.3,8.5,69.5,51.5,47.9,37.7,18.8,93.48907418,3.834100058,49.99105065,3.534951105
1127,172.8,472.5,46177,13.5,44.5,43.3,46.1,"Carroll County, Ohio",2.54,58.4,17,44.1,,5.3,47.5,6.7,55,,65.3,50,45.4,35.1,19.6,97.16864709,0.835654596,59.31461903,5.228870221
1128,190.1,462.1,50302,11.3,41.2,39.7,42.8,"Champaign County, Ohio",2.53,55.2,15.6,40.5,,3.9,45.1,10.7,58.2,9.1,71.9,55.4,51.5,34.2,17.8,94.44317518,1.896275988,55.08958456,4.636217581
1129,200.6,471.1,42029,18.2,41,39.8,42,"Clark County, Ohio",2.44,48.4,16.1,34.7,44.1,5.1,36.4,11.5,54.1,10,64.9,47.8,43.6,40.9,23.2,86.24101968,8.512939698,46.15847762,5.319358009
1130,224.3,488.5,49453,13.7,30.5,37.9,40.8,"Clinton County, Ohio",2.53,52.8,15.1,33.9,,6.2,40.6,10.3,56.1,9.2,66.9,52.5,48.7,35.8,20.3,94.6600783,2.482574239,52.02513532,5.682641548
1131,178.3,445.6,42645,15.9,43.2,42.1,44.7,"Columbiana County, Ohio",2.43,51.9,18,40.1,,4.9,46.5,9.5,,9,63.5,47.3,43.5,39.2,22,95.25602197,2.30499967,50.84943094,6.225449895
1132,203,459.8,41547,18.1,41.5,40.2,43.1,"Coshocton County, Ohio",2.53,54.8,20.7,39.2,34.1,5.9,50.3,8.5,53.6,7.8,63.4,47,41.5,36.7,19.7,96.95022329,1.06197582,54.97035228,5.832147937
